source_file,status,reason
best_tattoo_styles_for_sleeves_large_scale_project_hub/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
body_piercing_guide_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
bridge_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
cartilage_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
collagen_skin_science_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
conch_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
cover_up_tattoos_las_vegas_master_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
daith_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
dermis_skin_science_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
diabetes_skin_science_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
ear_curation_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
ear_lobe_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
ear_piercing_guide_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
ear_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
eczema_skin_science_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
epidermis_skin_science_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
eyebrow_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
facial_piercing_guide_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
fine_line_tattoos_las_vegas_master_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
flash_art_deals_under_100/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
flat_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
forward_helix_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
frog_eyes_tongue_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
genital_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healed_black_grey_tattoos_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healed_color_tattoos_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healed_cover_up_tattoos_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healed_fine_line_tattoos_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healed_portrait_tattoos_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healed_sleeve_tattoos_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_black_grey_day_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_black_grey_day_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_black_grey_day_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_black_grey_day_4_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_black_grey_month_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_black_grey_month_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_black_grey_month_6_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_black_grey_tattoos_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_black_grey_week_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_black_grey_week_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_black_grey_week_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_black_grey_year_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_color_day_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_color_day_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_color_day_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_color_day_4_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_color_month_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_color_month_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_color_month_6_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_color_tattoos_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_color_week_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_color_week_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_color_week_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_color_year_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_cover_ups_day_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_cover_ups_day_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_cover_ups_day_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_cover_ups_day_4_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_cover_ups_month_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_cover_ups_month_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_cover_ups_month_6_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_cover_ups_tattoos_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_cover_ups_week_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_cover_ups_week_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_cover_ups_week_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_cover_ups_year_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_fine_line_day_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_fine_line_day_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_fine_line_day_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_fine_line_day_4_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_fine_line_month_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_fine_line_month_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_fine_line_month_6_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_fine_line_tattoos_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_fine_line_week_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_fine_line_week_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_fine_line_week_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_fine_line_year_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_neo_traditional_day_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_neo_traditional_day_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_neo_traditional_day_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_neo_traditional_day_4_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_neo_traditional_month_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_neo_traditional_month_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_neo_traditional_month_6_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_neo_traditional_tattoos_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_neo_traditional_week_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_neo_traditional_week_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_neo_traditional_week_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_neo_traditional_year_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_portraits_day_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_portraits_day_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_portraits_day_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_portraits_day_4_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_portraits_month_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_portraits_month_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_portraits_month_6_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_portraits_tattoos_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_portraits_week_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_portraits_week_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_portraits_week_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_portraits_year_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_tattoo_day_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_tattoo_day_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_tattoo_day_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_tattoo_day_4_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_tattoo_month_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_tattoo_month_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_tattoo_month_6_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_tattoo_timeline_encyclopedia_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_tattoo_week_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_tattoo_week_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_tattoo_week_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_tattoo_year_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_traditional_day_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_traditional_day_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_traditional_day_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_traditional_day_4_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_traditional_month_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_traditional_month_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_traditional_month_6_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_traditional_tattoos_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_traditional_week_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_traditional_week_2_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_traditional_week_3_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
healing_database_traditional_year_1_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
helix-piercing-las-vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
helix_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
high_nostril_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
hypodermis_skin_science_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
industrial_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
joshua_oil_painting_black_grey_tattoo_aging_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
katelyn_anatomy_matters_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
katelyn_butterfly_backs_truth_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
katelyn_downsizing_jewelry_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
katelyn_ear_curation_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
katelyn_gold_vs_titanium_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
katelyn_implant_grade_titanium_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
katelyn_piercing_minors_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
katelyn_sleeping_on_helix_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
katelyn_threadless_jewelry_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
katelyn_why_piercings_reject_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/best-soap-for-tattoo-aftercare/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/black-and-grey-realism-explained/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/can-you-get-tattoo-while-breastfeeding/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/can-you-swim-after-ear-piercing/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/cover-up-tattoo-consultation-what-happens/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/ear-curation-multiple-piercings-planning/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/fine-line-tattoo-longevity/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/fine-line-tattoo-pain-level/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/first-tattoo-tips-before-you-book/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/how-dark-can-cover-up-tattoo-be/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/how-long-piercing-heals/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/how-long-tattoo-session-last/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/how-much-does-tattoo-cost-las-vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/how-often-wash-new-tattoo/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/how-to-compare-tattoo-studios/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/implant-grade-titanium-vs-surgical-steel/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/least-painful-tattoo-placements/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/luxury-studio-vs-strip-walk-in/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/most-painful-tattoo-placements/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/piercing-bump-vs-infection/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/sleeping-with-new-tattoo-tips/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/sleeve-tattoo-how-many-sessions/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-aftercare-lotion-vs-ointment/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-aging-and-fading-over-time/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-and-blood-donation-wait/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-consultation-what-to-bring/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-cover-up-laser-first/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-deposit-policy-why-required/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-etiquette-studio-behavior/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-flying-after-session/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-gym-workout-aftercare/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-healing-itching-desert-climate/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-healing-peeling-las-vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-infection-signs-when-to-see-doctor/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-mri-with-ink/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-on-ribs-recovery/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-over-scar-tissue/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-scabbing-normal-or-problem/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-second-skin-saniderm-how-long/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-shop-minimum-explained/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-shop-near-strip-worth-drive/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-style-matching-artist/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-sunscreen-after-healing-las-vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-swimming-after-getting-inked/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-tipping-las-vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/tattoo-touch-up-timing/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/vegas-tattoo-aftercare-desert-climate/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/walk-in-tattoo-vs-appointment/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
knowledge/white-ink-tattoo-facts/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
labret_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
lip_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
macrophages_skin_science_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
