url,route,title,h1,indexable,unique_search_intent,unique_firsthand_information,original_studio_imagery,original_artist_commentary,unique_factual_information,inbound_internal_links_estimate,overlap_bucket,commercial_usefulness,local_usefulness,deserves_to_exist_without_google,problems,recommendation,canonical,internal_links_out
https://www.workofarttattoo.com/ear_curation_piercing_las_vegas_authority_guide/,/ear_curation_piercing_las_vegas_authority_guide/,Ear Curation Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,The Complete Ear Curation Piercing Guide,yes,ear piercing placement,yes,yes,yes,yes,pending graph pass,ear piercing placement,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/ear_curation_piercing_las_vegas_authority_guide/,66
https://www.workofarttattoo.com/ear_lobe_piercing_las_vegas_authority_guide/,/ear_lobe_piercing_las_vegas_authority_guide/,Lobe Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,The Complete Lobe Piercing Guide,yes,ear piercing placement,yes,yes,yes,yes,pending graph pass,ear piercing placement,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/ear_lobe_piercing_las_vegas_authority_guide/,66
https://www.workofarttattoo.com/ear_piercing_guide_las_vegas/,/ear_piercing_guide_las_vegas/,Ear Piercing Guide Las Vegas | Piercing Shop Near the Strip | Work of Art,Ear Piercing Guide — Las Vegas,yes,ear piercing placement,yes,yes,yes,yes,pending graph pass,ear piercing placement,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/ear_piercing_guide_las_vegas/,70
https://www.workofarttattoo.com/ear_piercing_las_vegas_authority_guide/,/ear_piercing_las_vegas_authority_guide/,"Ear Piercing Las Vegas — Healing, Pain & Aftercare | Work of Art","Ear Piercing Las Vegas — Healing, Pain & Aftercare",yes,piercing aftercare/healing,yes,yes,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/ear_piercing_las_vegas_authority_guide/,61
https://www.workofarttattoo.com/eczema_skin_science_las_vegas_authority_guide/,/eczema_skin_science_las_vegas_authority_guide/,Eczema (Atopic Dermatitis) & Tattoos | Work of Art,Eczema (Atopic Dermatitis) & Tattoos,yes,piercing commercial hub,yes,yes,yes,yes,pending graph pass,piercing commercial hub,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/eczema_skin_science_las_vegas_authority_guide/,59
https://www.workofarttattoo.com/epidermis_skin_science_las_vegas_authority_guide/,/epidermis_skin_science_las_vegas_authority_guide/,The Epidermis — Your Skin's Outer Shield | Work of Art,The Epidermis — Your Skin's Outer Shield,yes,piercing commercial hub,yes,yes,yes,yes,pending graph pass,piercing commercial hub,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/epidermis_skin_science_las_vegas_authority_guide/,59
https://www.workofarttattoo.com/eyebrow_piercing_las_vegas_authority_guide/,/eyebrow_piercing_las_vegas_authority_guide/,Eyebrow Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,The Complete Eyebrow Piercing Guide,yes,facial piercing placement,yes,yes,yes,yes,pending graph pass,facial piercing placement,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/eyebrow_piercing_las_vegas_authority_guide/,66
https://www.workofarttattoo.com/facial_piercing_guide_las_vegas/,/facial_piercing_guide_las_vegas/,Facial Piercing Guide Las Vegas | Piercing Shop Near the Strip | Work of Art,Facial Piercing Guide — Las Vegas,yes,local visitor mixed tattoo/piercing,yes,yes,yes,yes,pending graph pass,local visitor mixed tattoo/piercing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/facial_piercing_guide_las_vegas/,64
https://www.workofarttattoo.com/fine_line_tattoos_las_vegas_master_authority_guide/,/fine_line_tattoos_las_vegas_master_authority_guide/,Fine Line Tattoos — Joshua Cole | Work of Art Las Vegas | Work of Art,"Fine line tattoos: needle depth, ink, and healing",yes,piercing aftercare/healing,yes,yes,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/fine_line_tattoos_las_vegas_master_authority_guide/,52
https://www.workofarttattoo.com/flash_art_deals_under_100/,/flash_art_deals_under_100/,Flash Tattoo Deals Under $100 | Palm-Size | Work of Art Las Vegas,Flash art deals under $100,yes,piercing commercial hub,yes,yes,yes,yes,pending graph pass,piercing commercial hub,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/flash_art_deals_under_100/,55
https://www.workofarttattoo.com/flat_piercing_las_vegas_authority_guide/,/flat_piercing_las_vegas_authority_guide/,Flat Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,The Complete Flat Piercing Guide,yes,Katelyn piercing entity,yes,yes,yes,yes,pending graph pass,Katelyn piercing entity,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/flat_piercing_las_vegas_authority_guide/,65
https://www.workofarttattoo.com/forward_helix_piercing_las_vegas_authority_guide/,/forward_helix_piercing_las_vegas_authority_guide/,Forward Helix Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,The Complete Forward Helix Piercing Guide,yes,ear piercing placement,yes,yes,yes,yes,pending graph pass,ear piercing placement,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/forward_helix_piercing_las_vegas_authority_guide/,65
https://www.workofarttattoo.com/frog_eyes_tongue_piercing_las_vegas_authority_guide/,/frog_eyes_tongue_piercing_las_vegas_authority_guide/,Frog Eyes (Venom / Surface Tongue) Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,The Complete Frog Eyes (Venom / Surface Tongue) Piercing Guide,yes,oral piercing placement,yes,yes,yes,yes,pending graph pass,oral piercing placement,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/frog_eyes_tongue_piercing_las_vegas_authority_guide/,65
https://www.workofarttattoo.com/genital_piercing_las_vegas_authority_guide/,/genital_piercing_las_vegas_authority_guide/,Genital Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,The Complete Genital Piercing Guide,yes,Katelyn piercing entity,yes,yes,yes,yes,pending graph pass,Katelyn piercing entity,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/genital_piercing_las_vegas_authority_guide/,65
https://www.workofarttattoo.com/geo_hub_ai_source_of_truth_work_of_art/,/geo_hub_ai_source_of_truth_work_of_art/,GEO Hub & AI Source of Truth - Work of Art Tattoo & Piercing,Digital Knowledge Base & Studio Source Profile,yes,piercing commercial hub,yes,yes,partial,yes,pending graph pass,piercing commercial hub,yes,yes,yes,unverified piercing credential/material wording,FIX,https://www.workofarttattoo.com/geo_hub_ai_source_of_truth_work_of_art/,51
https://www.workofarttattoo.com/healed_black_grey_tattoos_las_vegas/,/healed_black_grey_tattoos_las_vegas/,Healed Black & Grey Tattoos | Work of Art,Healed Black & Grey Tattoos in Las Vegas,yes,piercing commercial hub,yes,yes,partial,yes,pending graph pass,piercing commercial hub,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/healed_black_grey_tattoos_las_vegas/,60
https://www.workofarttattoo.com/healed_color_tattoos_las_vegas/,/healed_color_tattoos_las_vegas/,Healed Color Tattoos | Work of Art,Healed Color Tattoos,yes,piercing commercial hub,yes,yes,partial,yes,pending graph pass,piercing commercial hub,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/healed_color_tattoos_las_vegas/,60
https://www.workofarttattoo.com/healed_cover_up_tattoos_las_vegas/,/healed_cover_up_tattoos_las_vegas/,Healed Cover-Up Tattoos | Work of Art,Healed Cover-Up Tattoos,yes,piercing commercial hub,yes,yes,partial,yes,pending graph pass,piercing commercial hub,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/healed_cover_up_tattoos_las_vegas/,60
https://www.workofarttattoo.com/healed_fine_line_tattoos_las_vegas/,/healed_fine_line_tattoos_las_vegas/,Healed Fine Line Tattoos | Work of Art,Healed Fine Line Tattoos,yes,piercing commercial hub,yes,yes,partial,yes,pending graph pass,piercing commercial hub,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/healed_fine_line_tattoos_las_vegas/,60
https://www.workofarttattoo.com/healed_portrait_tattoos_las_vegas/,/healed_portrait_tattoos_las_vegas/,Healed Portrait Tattoos | Work of Art,Healed Portrait Tattoos,yes,piercing commercial hub,yes,yes,partial,yes,pending graph pass,piercing commercial hub,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/healed_portrait_tattoos_las_vegas/,60
https://www.workofarttattoo.com/healed_sleeve_tattoos_las_vegas/,/healed_sleeve_tattoos_las_vegas/,Healed Sleeve Tattoos | Work of Art,Healed Sleeve Tattoos,yes,piercing commercial hub,yes,yes,partial,yes,pending graph pass,piercing commercial hub,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/healed_sleeve_tattoos_las_vegas/,60
https://www.workofarttattoo.com/healed_tattoo_gallery_las_vegas/,/healed_tattoo_gallery_las_vegas/,Healed Tattoo Gallery | Work of Art,Healed tattoo gallery — Las Vegas studio results,yes,piercing commercial hub,yes,yes,yes,yes,pending graph pass,piercing commercial hub,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/healed_tattoo_gallery_las_vegas/,62
https://www.workofarttattoo.com/healing_database_black_grey_day_1_las_vegas/,/healing_database_black_grey_day_1_las_vegas/,Black & Grey Tattoo Healing — Day 1 | Work of Art,Black & Grey Tattoo Healing — Day 1,yes,piercing aftercare/healing,yes,yes,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_black_grey_day_2_las_vegas/,/healing_database_black_grey_day_2_las_vegas/,Black & Grey Tattoo Healing — Day 2 | Work of Art,Black & Grey Tattoo Healing — Day 2,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_black_grey_day_3_las_vegas/,/healing_database_black_grey_day_3_las_vegas/,Black & Grey Tattoo Healing — Day 3 | Work of Art,Black & Grey Tattoo Healing — Day 3,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_black_grey_day_4_las_vegas/,/healing_database_black_grey_day_4_las_vegas/,Black & Grey Tattoo Healing — Day 4 | Work of Art,Black & Grey Tattoo Healing — Day 4,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_black_grey_month_1_las_vegas/,/healing_database_black_grey_month_1_las_vegas/,Black & Grey Tattoo Healing — Month 1 | Work of Art,Black & Grey Tattoo Healing — Month 1,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_black_grey_month_3_las_vegas/,/healing_database_black_grey_month_3_las_vegas/,Black & Grey Tattoo Healing — Month 3 | Work of Art,Black & Grey Tattoo Healing — Month 3,yes,piercing aftercare/healing,yes,yes,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_black_grey_month_6_las_vegas/,/healing_database_black_grey_month_6_las_vegas/,Black & Grey Tattoo Healing — Month 6 | Work of Art,Black & Grey Tattoo Healing — Month 6,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_black_grey_tattoos_las_vegas/,/healing_database_black_grey_tattoos_las_vegas/,Black & Grey Tattoo Healing Timeline — Las Vegas | Work of Art,Black & Grey Tattoo Healing — All Stages,yes,piercing aftercare/healing,yes,no,partial,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_black_grey_week_1_las_vegas/,/healing_database_black_grey_week_1_las_vegas/,Black & Grey Tattoo Healing — Week 1 | Work of Art,Black & Grey Tattoo Healing — Week 1,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_black_grey_week_2_las_vegas/,/healing_database_black_grey_week_2_las_vegas/,Black & Grey Tattoo Healing — Week 2 | Work of Art,Black & Grey Tattoo Healing — Week 2,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_black_grey_week_3_las_vegas/,/healing_database_black_grey_week_3_las_vegas/,Black & Grey Tattoo Healing — Week 3 | Work of Art,Black & Grey Tattoo Healing — Week 3,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_black_grey_year_1_las_vegas/,/healing_database_black_grey_year_1_las_vegas/,Black & Grey Tattoo Healing — Year 1 | Work of Art,Black & Grey Tattoo Healing — Year 1,yes,piercing aftercare/healing,yes,yes,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_color_day_1_las_vegas/,/healing_database_color_day_1_las_vegas/,Color Tattoo Healing — Day 1 | Work of Art,Color Tattoo Healing — Day 1,yes,piercing aftercare/healing,yes,yes,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_color_day_2_las_vegas/,/healing_database_color_day_2_las_vegas/,Color Tattoo Healing — Day 2 | Work of Art,Color Tattoo Healing — Day 2,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_color_day_3_las_vegas/,/healing_database_color_day_3_las_vegas/,Color Tattoo Healing — Day 3 | Work of Art,Color Tattoo Healing — Day 3,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_color_day_4_las_vegas/,/healing_database_color_day_4_las_vegas/,Color Tattoo Healing — Day 4 | Work of Art,Color Tattoo Healing — Day 4,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_color_month_1_las_vegas/,/healing_database_color_month_1_las_vegas/,Color Tattoo Healing — Month 1 | Work of Art,Color Tattoo Healing — Month 1,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_color_month_3_las_vegas/,/healing_database_color_month_3_las_vegas/,Color Tattoo Healing — Month 3 | Work of Art,Color Tattoo Healing — Month 3,yes,piercing aftercare/healing,yes,yes,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,KEEP,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_color_month_6_las_vegas/,/healing_database_color_month_6_las_vegas/,Color Tattoo Healing — Month 6 | Work of Art,Color Tattoo Healing — Month 6,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_color_tattoos_las_vegas/,/healing_database_color_tattoos_las_vegas/,Color Tattoo Healing Timeline — Las Vegas | Work of Art,Color Tattoo Healing — All Stages,yes,piercing aftercare/healing,yes,no,partial,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_color_week_1_las_vegas/,/healing_database_color_week_1_las_vegas/,Color Tattoo Healing — Week 1 | Work of Art,Color Tattoo Healing — Week 1,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_color_week_2_las_vegas/,/healing_database_color_week_2_las_vegas/,Color Tattoo Healing — Week 2 | Work of Art,Color Tattoo Healing — Week 2,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_color_week_3_las_vegas/,/healing_database_color_week_3_las_vegas/,Color Tattoo Healing — Week 3 | Work of Art,Color Tattoo Healing — Week 3,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_color_year_1_las_vegas/,/healing_database_color_year_1_las_vegas/,Color Tattoo Healing — Year 1 | Work of Art,Color Tattoo Healing — Year 1,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_cover_ups_day_1_las_vegas/,/healing_database_cover_ups_day_1_las_vegas/,Cover-Ups Tattoo Healing — Day 1 | Work of Art,Cover-Ups Tattoo Healing — Day 1,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
https://www.workofarttattoo.com/healing_database_cover_ups_day_2_las_vegas/,/healing_database_cover_ups_day_2_las_vegas/,Cover-Ups Tattoo Healing — Day 2 | Work of Art,Cover-Ups Tattoo Healing — Day 2,yes,piercing aftercare/healing,yes,no,yes,yes,pending graph pass,piercing aftercare/healing,yes,yes,yes,,IMPROVE,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,56
