url,source_file,http_intent,page_type,title,meta_description,h1,canonical,robots,indexable,author,reviewer,primary_topic,primary_intent,local_intent,original_photos,original_video,original_case_study,firsthand_experience,duplicate_cluster,internal_links_in,internal_links_out,recommended_action,notes
https://www.workofarttattoo.com/daith_piercing_las_vegas_authority_guide/,daith_piercing_las_vegas_authority_guide/code.html,static-html-export,piercing,Daith Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,"Daith Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins…",The Complete Daith Piercing Guide,https://www.workofarttattoo.com/daith_piercing_las_vegas_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book piercing service: daith piercing las vegas authority guide,mixed,high,true,true,true,false,,14,134,KEEP,
https://www.workofarttattoo.com/dermis_skin_science_las_vegas_authority_guide/,dermis_skin_science_las_vegas_authority_guide/code.html,static-html-export,tattoo,The Dermis — Where Tattoo Ink Lives | Work of Art,"Needle depth, collagen matrix, and why the dermis holds pigment for life. Work of Art Tattoo & Piercing, Las Vegas — E. Tropicana.",The Dermis — Where Tattoo Ink Lives,https://www.workofarttattoo.com/dermis_skin_science_las_vegas_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book tattoo service/topic: dermis skin science las vegas authority guide,mixed,high,true,true,true,false,,7,112,KEEP,
https://www.workofarttattoo.com/diabetes_skin_science_las_vegas_authority_guide/,diabetes_skin_science_las_vegas_authority_guide/code.html,static-html-export,tattoo,Diabetes — Skin Healing & Tattoo Considerations | Work of Art,"Blood sugar, neuropathy, and studio requirements for safe healing. Work of Art Tattoo & Piercing, Las Vegas — E. Tropicana.",Diabetes — Skin Healing & Tattoo Considerations,https://www.workofarttattoo.com/diabetes_skin_science_las_vegas_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book tattoo service/topic: diabetes skin science las vegas authority guide,mixed,high,true,true,true,false,,1,111,KEEP,
https://www.workofarttattoo.com/ear_curation_piercing_las_vegas_authority_guide/,ear_curation_piercing_las_vegas_authority_guide/code.html,static-html-export,piercing,Ear Curation Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,"Ear Curation Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and…",The Complete Ear Curation Piercing Guide,https://www.workofarttattoo.com/ear_curation_piercing_las_vegas_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book piercing service: ear curation piercing las vegas authority guide,mixed,high,true,true,true,false,,29,135,KEEP,
https://www.workofarttattoo.com/ear_lobe_piercing_las_vegas_authority_guide/,ear_lobe_piercing_las_vegas_authority_guide/code.html,static-html-export,piercing,Lobe Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,"Lobe Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins…",The Complete Lobe Piercing Guide,https://www.workofarttattoo.com/ear_lobe_piercing_las_vegas_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book piercing service: ear lobe piercing las vegas authority guide,mixed,high,true,true,true,false,,8,134,KEEP,
https://www.workofarttattoo.com/ear_piercing_guide_las_vegas/,ear_piercing_guide_las_vegas/code.html,static-html-export,piercing,Ear Piercing Guide Las Vegas | Piercing Shop Near the Strip | Work of Art,"Helix, conch, tragus, daith, industrial, and curated ears — placement guides by area. Work of Art Tattoo & Piercing, Las Vegas — E. Tropicana.",Ear Piercing Guide — Las Vegas,https://www.workofarttattoo.com/ear_piercing_guide_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book piercing service: ear piercing guide las vegas,mixed,high,true,true,true,false,,460,116,KEEP,
https://www.workofarttattoo.com/ear_piercing_las_vegas_authority_guide/,ear_piercing_las_vegas_authority_guide/code.html,static-html-export,piercing,"Ear Piercing Las Vegas — Healing, Pain & Aftercare | Work of Art","Ear Piercing Las Vegas — Healing, Pain & Aftercare | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near…","Ear Piercing Las Vegas — Healing, Pain & Aftercare",https://www.workofarttattoo.com/ear_piercing_las_vegas_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book piercing service: ear piercing las vegas authority guide,mixed,high,true,true,true,false,,0,114,KEEP,
https://www.workofarttattoo.com/eczema_skin_science_las_vegas_authority_guide/,eczema_skin_science_las_vegas_authority_guide/code.html,static-html-export,tattoo,Eczema (Atopic Dermatitis) & Tattoos | Work of Art,"Barrier flares, Koebner risk, and when to wait — consult your dermatologist. Work of Art Tattoo & Piercing, Las Vegas — E. Tropicana.",Eczema (Atopic Dermatitis) & Tattoos,https://www.workofarttattoo.com/eczema_skin_science_las_vegas_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book tattoo service/topic: eczema skin science las vegas authority guide,mixed,high,true,true,true,false,,3,111,KEEP,
https://www.workofarttattoo.com/epidermis_skin_science_las_vegas_authority_guide/,epidermis_skin_science_las_vegas_authority_guide/code.html,static-html-export,tattoo,The Epidermis — Your Skin's Outer Shield | Work of Art,"Outer skin layer turnover, peeling, and why surface ink does not stay. Work of Art Tattoo & Piercing, Las Vegas — E. Tropicana.",The Epidermis — Your Skin's Outer Shield,https://www.workofarttattoo.com/epidermis_skin_science_las_vegas_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book tattoo service/topic: epidermis skin science las vegas authority guide,mixed,high,true,true,true,false,,5,112,KEEP,
https://www.workofarttattoo.com/eyebrow_piercing_las_vegas_authority_guide/,eyebrow_piercing_las_vegas_authority_guide/code.html,static-html-export,piercing,Eyebrow Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,"Eyebrow Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins…",The Complete Eyebrow Piercing Guide,https://www.workofarttattoo.com/eyebrow_piercing_las_vegas_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book piercing service: eyebrow piercing las vegas authority guide,mixed,high,true,true,true,false,,7,133,KEEP,
https://www.workofarttattoo.com/facial_piercing_guide_las_vegas/,facial_piercing_guide_las_vegas/code.html,static-html-export,piercing,Facial Piercing Guide Las Vegas | Piercing Shop Near the Strip | Work of Art,"Nostril, septum, bridge, and eyebrow piercing — anatomy-first marking in Las Vegas. Work of Art Tattoo & Piercing, Las Vegas — E. Tropicana.",Facial Piercing Guide — Las Vegas,https://www.workofarttattoo.com/facial_piercing_guide_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book piercing service: facial piercing guide las vegas,mixed,high,true,true,true,false,,441,108,KEEP,
https://www.workofarttattoo.com/fine_line_tattoos_las_vegas_master_authority_guide/,fine_line_tattoos_las_vegas_master_authority_guide/code.html,static-html-export,tattoo,Fine Line Tattoos — Joshua Cole | Work of Art Las Vegas | Work of Art,"Needle depth, ink load, artist selection, and aftercare for fine line work in desert heat. Work of Art Tattoo & Piercing, Las Vegas — E. Tropicana.","Fine line tattoos: needle depth, ink, and healing",https://www.workofarttattoo.com/fine_line_tattoos_las_vegas_master_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book tattoo service/topic: fine line tattoos las vegas master authority guide,mixed,high,true,true,true,false,,37,95,KEEP,
https://www.workofarttattoo.com/flash_art_deals_under_100/,flash_art_deals_under_100/code.html,static-html-export,other,Flash Tattoo Deals Under $100 | Palm-Size | Work of Art Las Vegas,"Palm-size flash tattoos from our studio sheets — under one hour, from $100. Walk-in friendly. Work of Art Tattoo & Piercing, Las Vegas — E. Tropicana.",Flash art deals under $100,https://www.workofarttattoo.com/flash_art_deals_under_100/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand page topic: Flash Tattoo Deals Under $100 | Palm-Size | Work of Art Las Vegas,mixed,medium,true,true,false,false,,5,103,KEEP,
https://www.workofarttattoo.com/flat_piercing_las_vegas_authority_guide/,flat_piercing_las_vegas_authority_guide/code.html,static-html-export,piercing,Flat Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,"Flat Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins…",The Complete Flat Piercing Guide,https://www.workofarttattoo.com/flat_piercing_las_vegas_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book piercing service: flat piercing las vegas authority guide,mixed,high,true,true,true,false,,13,133,KEEP,
https://www.workofarttattoo.com/forward_helix_piercing_las_vegas_authority_guide/,forward_helix_piercing_las_vegas_authority_guide/code.html,static-html-export,piercing,Forward Helix Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,"Forward Helix Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and…",The Complete Forward Helix Piercing Guide,https://www.workofarttattoo.com/forward_helix_piercing_las_vegas_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book piercing service: forward helix piercing las vegas authority guide,mixed,high,true,true,true,false,,5,133,KEEP,
https://www.workofarttattoo.com/frog_eyes_tongue_piercing_las_vegas_authority_guide/,frog_eyes_tongue_piercing_las_vegas_authority_guide/code.html,static-html-export,piercing,Frog Eyes (Venom / Surface Tongue) Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,"Frog Eyes (Venom / Surface Tongue) Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom…",The Complete Frog Eyes (Venom / Surface Tongue) Piercing Guide,https://www.workofarttattoo.com/frog_eyes_tongue_piercing_las_vegas_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book piercing service: frog eyes tongue piercing las vegas authority guide,mixed,high,true,true,true,false,,4,130,KEEP,
https://www.workofarttattoo.com/genital_piercing_las_vegas_authority_guide/,genital_piercing_las_vegas_authority_guide/code.html,static-html-export,piercing,Genital Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art,"Genital Piercing — Katelyn Cole | Work of Art Las Vegas | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins…",The Complete Genital Piercing Guide,https://www.workofarttattoo.com/genital_piercing_las_vegas_authority_guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,learn about or book piercing service: genital piercing las vegas authority guide,mixed,high,true,true,true,false,,2,130,KEEP,
https://www.workofarttattoo.com/geo_hub_ai_source_of_truth_work_of_art/,geo_hub_ai_source_of_truth_work_of_art/code.html,static-html-export,location,GEO Hub & AI Source of Truth - Work of Art Tattoo & Piercing,"Verified studio address, hours, resident artists, safety standards, and local tattoo & piercing guides. Work of Art Tattoo & Piercing, Las Vegas — E…",Digital Knowledge Base & Studio Source Profile,https://www.workofarttattoo.com/geo_hub_ai_source_of_truth_work_of_art/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,plan travel to the studio from a Las Vegas area/landmark,local,high,true,true,true,false,location pages,447,123,IMPROVE,
https://www.workofarttattoo.com/healed_black_grey_tattoos_las_vegas/,healed_black_grey_tattoos_las_vegas/code.html,static-html-export,gallery,Healed Black & Grey Tattoos | Work of Art,"How black and grey realism settles over months — contrast, open skin, and readability in desert sun. Work of Art Tattoo & Piercing, Las Vegas — E…",Healed Black & Grey Tattoos in Las Vegas,https://www.workofarttattoo.com/healed_black_grey_tattoos_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,inspect original work/proof,commercial,medium,true,true,true,false,,24,101,KEEP,
https://www.workofarttattoo.com/healed_color_tattoos_las_vegas/,healed_color_tattoos_las_vegas/code.html,static-html-export,gallery,Healed Color Tattoos | Work of Art,"Same clients photographed fresh and healed — realistic color saturation over time. Work of Art Tattoo & Piercing, Las Vegas — E. Tropicana.",Healed Color Tattoos,https://www.workofarttattoo.com/healed_color_tattoos_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,inspect original work/proof,commercial,medium,true,true,true,false,,19,102,KEEP,
https://www.workofarttattoo.com/healed_cover_up_tattoos_las_vegas/,healed_cover_up_tattoos_las_vegas/code.html,static-html-export,gallery,Healed Cover-Up Tattoos | Work of Art,"Cover-up redesigns judged at 90 days and beyond — not day-one studio lighting. Work of Art Tattoo & Piercing, Las Vegas — E. Tropicana.",Healed Cover-Up Tattoos,https://www.workofarttattoo.com/healed_cover_up_tattoos_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,inspect original work/proof,commercial,medium,true,true,false,false,,21,102,KEEP,
https://www.workofarttattoo.com/healed_fine_line_tattoos_las_vegas/,healed_fine_line_tattoos_las_vegas/code.html,static-html-export,gallery,Healed Fine Line Tattoos | Work of Art,"Delicate linework after healing — what stays crisp and how we plan fine line for longevity. Work of Art Tattoo & Piercing, Las Vegas — E. Tropicana.",Healed Fine Line Tattoos,https://www.workofarttattoo.com/healed_fine_line_tattoos_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,inspect original work/proof,commercial,medium,true,true,false,false,,20,102,KEEP,
https://www.workofarttattoo.com/healed_portrait_tattoos_las_vegas/,healed_portrait_tattoos_las_vegas/code.html,static-html-export,gallery,Healed Portrait Tattoos | Work of Art,"Portrait and figurative work after skin settles — values, likeness, and aftercare. Work of Art Tattoo & Piercing, Las Vegas — E. Tropicana.",Healed Portrait Tattoos,https://www.workofarttattoo.com/healed_portrait_tattoos_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,inspect original work/proof,commercial,medium,true,true,true,false,,23,102,KEEP,
https://www.workofarttattoo.com/healed_sleeve_tattoos_las_vegas/,healed_sleeve_tattoos_las_vegas/code.html,static-html-export,gallery,Healed Sleeve Tattoos | Work of Art,"Large-scale sleeves with session notes, touch-ups, and healed clarity. Work of Art Tattoo & Piercing, Las Vegas — E. Tropicana.",Healed Sleeve Tattoos,https://www.workofarttattoo.com/healed_sleeve_tattoos_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,inspect original work/proof,commercial,medium,true,true,false,false,,6,102,KEEP,
https://www.workofarttattoo.com/healed_tattoo_gallery_las_vegas/,healed_tattoo_gallery_las_vegas/code.html,static-html-export,gallery,Healed Tattoo Gallery | Work of Art,"Fresh and healed documentation by style — black and grey, fine line, color, cover-ups, sleeves, and portraits. Work of Art Tattoo & Piercing, Las Vegas —…",Healed tattoo gallery — Las Vegas studio results,https://www.workofarttattoo.com/healed_tattoo_gallery_las_vegas/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,inspect original work/proof,commercial,medium,true,true,true,true,,1091,110,KEEP,
